File,ChangeType,FileHuman,WorkingDir,PrevName,severity,severityIcon
messageChannels/FiltersChange.messageChannel-meta.xml,A,LightningMessageChannel FiltersChange,,,log,📰
messageChannels/PropertySelected.messageChannel-meta.xml,A,LightningMessageChannel PropertySelected,,,log,📰
milestoneTypes/Close Case.milestoneType-meta.xml,A,MilestoneType Close Case,,,log,📰
milestoneTypes/Escalate Case.milestoneType-meta.xml,A,MilestoneType Escalate Case,,,log,📰
milestoneTypes/First Response to Customer.milestoneType-meta.xml,A,MilestoneType First Response to Customer,,,log,📰
notificationTypeConfig/NotificationTypeConfig.config-meta.xml,A,NotificationTypeConfig NotificationTypeConfig,,,log,📰
objectTranslations/Broker__c-en_US/Broker_Id__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Broker__c-en_US/Broker_Id__c,,,log,📰
objectTranslations/Broker__c-en_US/Broker__c-en_US.objectTranslation-meta.xml,A,CustomObjectTranslation Broker__c-en_US/Broker__c-en_US.objectTranslation-meta.xml,,,log,📰
objectTranslations/Broker__c-en_US/Email__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Broker__c-en_US/Email__c,,,log,📰
objectTranslations/Broker__c-en_US/Mobile_Phone__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Broker__c-en_US/Mobile_Phone__c,,,log,📰
objectTranslations/Broker__c-en_US/Phone__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Broker__c-en_US/Phone__c,,,log,📰
objectTranslations/Broker__c-en_US/Picture_IMG__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Broker__c-en_US/Picture_IMG__c,,,log,📰
objectTranslations/Broker__c-en_US/Picture__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Broker__c-en_US/Picture__c,,,log,📰
objectTranslations/Broker__c-en_US/Title__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Broker__c-en_US/Title__c,,,log,📰
objectTranslations/House__c-en_US/Address__c.fieldTranslation-meta.xml,A,CustomObjectTranslation House__c-en_US/Address__c,,,log,📰
objectTranslations/House__c-en_US/Bathrooms__c.fieldTranslation-meta.xml,A,CustomObjectTranslation House__c-en_US/Bathrooms__c,,,log,📰
objectTranslations/House__c-en_US/Bedroom__c.fieldTranslation-meta.xml,A,CustomObjectTranslation House__c-en_US/Bedroom__c,,,log,📰
objectTranslations/House__c-en_US/City__c.fieldTranslation-meta.xml,A,CustomObjectTranslation House__c-en_US/City__c,,,log,📰
objectTranslations/House__c-en_US/House__c-en_US.objectTranslation-meta.xml,A,CustomObjectTranslation House__c-en_US/House__c-en_US.objectTranslation-meta.xml,,,log,📰
objectTranslations/House__c-en_US/Picture__c.fieldTranslation-meta.xml,A,CustomObjectTranslation House__c-en_US/Picture__c,,,log,📰
objectTranslations/House__c-en_US/Price__c.fieldTranslation-meta.xml,A,CustomObjectTranslation House__c-en_US/Price__c,,,log,📰
objectTranslations/House__c-en_US/State__c.fieldTranslation-meta.xml,A,CustomObjectTranslation House__c-en_US/State__c,,,log,📰
objectTranslations/House__c-en_US/Zip__c.fieldTranslation-meta.xml,A,CustomObjectTranslation House__c-en_US/Zip__c,,,log,📰
objectTranslations/Knowledge__kav-en_US/Content__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Knowledge__kav-en_US/Content__c,,,log,📰
objectTranslations/Knowledge__kav-en_US/DigitalEngagementResponse__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Knowledge__kav-en_US/DigitalEngagementResponse__c,,,log,📰
objectTranslations/Knowledge__kav-en_US/InternalNotes__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Knowledge__kav-en_US/InternalNotes__c,,,log,📰
objectTranslations/Knowledge__kav-en_US/Knowledge__kav-en_US.objectTranslation-meta.xml,A,CustomObjectTranslation Knowledge__kav-en_US/Knowledge__kav-en_US.objectTranslation-meta.xml,,,log,📰
objectTranslations/Knowledge__kav-en_US/Question__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Knowledge__kav-en_US/Question__c,,,log,📰
objectTranslations/OrderDetail__x-en_US/OrderDetail__x-en_US.objectTranslation-meta.xml,A,CustomObjectTranslation OrderDetail__x-en_US/OrderDetail__x-en_US.objectTranslation-meta.xml,,,log,📰
objectTranslations/OrderDetail__x-en_US/orderID__c.fieldTranslation-meta.xml,A,CustomObjectTranslation OrderDetail__x-en_US/orderID__c,,,log,📰
objectTranslations/OrderDetail__x-en_US/orderLine__c.fieldTranslation-meta.xml,A,CustomObjectTranslation OrderDetail__x-en_US/orderLine__c,,,log,📰
objectTranslations/OrderDetail__x-en_US/product__c.fieldTranslation-meta.xml,A,CustomObjectTranslation OrderDetail__x-en_US/product__c,,,log,📰
objectTranslations/OrderDetail__x-en_US/quantity__c.fieldTranslation-meta.xml,A,CustomObjectTranslation OrderDetail__x-en_US/quantity__c,,,log,📰
objectTranslations/OrderDetail__x-en_US/unitPrice__c.fieldTranslation-meta.xml,A,CustomObjectTranslation OrderDetail__x-en_US/unitPrice__c,,,log,📰
objectTranslations/Order__x-en_US/Order__x-en_US.objectTranslation-meta.xml,A,CustomObjectTranslation Order__x-en_US/Order__x-en_US.objectTranslation-meta.xml,,,log,📰
objectTranslations/Order__x-en_US/customerID__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Order__x-en_US/customerID__c,,,log,📰
objectTranslations/Order__x-en_US/orderDate__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Order__x-en_US/orderDate__c,,,log,📰
objectTranslations/Order__x-en_US/orderID__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Order__x-en_US/orderID__c,,,log,📰
objectTranslations/Order__x-en_US/shippedDate__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Order__x-en_US/shippedDate__c,,,log,📰
objectTranslations/Property__c-en_US/Address__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Address__c,,,log,📰
objectTranslations/Property__c-en_US/Assessed_Value__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Assessed_Value__c,,,log,📰
objectTranslations/Property__c-en_US/Baths__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Baths__c,,,log,📰
objectTranslations/Property__c-en_US/Beds__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Beds__c,,,log,📰
objectTranslations/Property__c-en_US/Broker__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Broker__c,,,log,📰
objectTranslations/Property__c-en_US/City__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/City__c,,,log,📰
objectTranslations/Property__c-en_US/Date_Agreement__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Date_Agreement__c,,,log,📰
objectTranslations/Property__c-en_US/Date_Closed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Date_Closed__c,,,log,📰
objectTranslations/Property__c-en_US/Date_Contracted__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Date_Contracted__c,,,log,📰
objectTranslations/Property__c-en_US/Date_Listed__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Date_Listed__c,,,log,📰
objectTranslations/Property__c-en_US/Date_Pre_Market__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Date_Pre_Market__c,,,log,📰
objectTranslations/Property__c-en_US/Days_On_Market__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Days_On_Market__c,,,log,📰
objectTranslations/Property__c-en_US/Description__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Description__c,,,log,📰
objectTranslations/Property__c-en_US/Location__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Location__c,,,log,📰
objectTranslations/Property__c-en_US/Picture_IMG__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Picture_IMG__c,,,log,📰
objectTranslations/Property__c-en_US/Picture__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Picture__c,,,log,📰
objectTranslations/Property__c-en_US/Price_Sold__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Price_Sold__c,,,log,📰
objectTranslations/Property__c-en_US/Price__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Price__c,,,log,📰
objectTranslations/Property__c-en_US/Property__c-en_US.objectTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Property__c-en_US.objectTranslation-meta.xml,,,log,📰
objectTranslations/Property__c-en_US/Record_Link__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Record_Link__c,,,log,📰
objectTranslations/Property__c-en_US/State__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/State__c,,,log,📰
objectTranslations/Property__c-en_US/Status__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Status__c,,,log,📰
objectTranslations/Property__c-en_US/Tags__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Tags__c,,,log,📰
objectTranslations/Property__c-en_US/Thumbnail_IMG__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Thumbnail_IMG__c,,,log,📰
objectTranslations/Property__c-en_US/Thumbnail__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Thumbnail__c,,,log,📰
objectTranslations/Property__c-en_US/Zip__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Property__c-en_US/Zip__c,,,log,📰
objectTranslations/Rider_History__b-en_US/End_Time__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Rider_History__b-en_US/End_Time__c,,,log,📰
objectTranslations/Rider_History__b-en_US/Rider_Account__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Rider_History__b-en_US/Rider_Account__c,,,log,📰
objectTranslations/Rider_History__b-en_US/Rider_History__b-en_US.objectTranslation-meta.xml,A,CustomObjectTranslation Rider_History__b-en_US/Rider_History__b-en_US.objectTranslation-meta.xml,,,log,📰
objectTranslations/Rider_History__b-en_US/Rider_Rating__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Rider_History__b-en_US/Rider_Rating__c,,,log,📰
objectTranslations/Rider_History__b-en_US/Service_Type__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Rider_History__b-en_US/Service_Type__c,,,log,📰
objectTranslations/Rider_History__b-en_US/Start_Location_Latitude__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Rider_History__b-en_US/Start_Location_Latitude__c,,,log,📰
objectTranslations/Rider_History__b-en_US/Start_Location_Longitude__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Rider_History__b-en_US/Start_Location_Longitude__c,,,log,📰
objectTranslations/Rider_History__b-en_US/Start_Time__c.fieldTranslation-meta.xml,A,CustomObjectTranslation Rider_History__b-en_US/Start_Time__c,,,log,📰
objects/Account/fields/Active__c.field-meta.xml," ",CustomField Active__c,M,,log,📰
objects/Account/fields/CustomerPriority__c.field-meta.xml," ",CustomField CustomerPriority__c,M,,log,📰
objects/Account/fields/Founding_Date__c.field-meta.xml," ",CustomField Founding_Date__c,M,,log,📰
objects/Account/fields/Match_Billing_Address__c.field-meta.xml," ",CustomField Match_Billing_Address__c,M,,log,📰
objects/Account/fields/SB_Test__c.field-meta.xml," ",CustomField SB_Test__c,M,,log,📰
objects/Account/fields/SLAExpirationDate__c.field-meta.xml," ",CustomField SLAExpirationDate__c,M,,log,📰
objects/Account/fields/SLA__c.field-meta.xml," ",CustomField SLA__c,M,,log,📰
objects/Account/fields/StartDate__c.field-meta.xml," ",CustomField StartDate__c,M,,log,📰
objects/Account/fields/Top_Account__c.field-meta.xml," ",CustomField Top_Account__c,M,,log,📰
objects/Account/fields/UpsellOpportunity__c.field-meta.xml," ",CustomField UpsellOpportunity__c,M,,log,📰
objects/Broker__c/fields/Mobile_Phone__c.field-meta.xml," ",CustomField Mobile_Phone__c,M,,log,📰
objects/Broker__c/fields/Phone__c.field-meta.xml," ",CustomField Phone__c,M,,log,📰
objects/Broker__c/fields/Picture__c.field-meta.xml," ",CustomField Picture__c,M,,log,📰
